Currency|Code|Date|USD/1 Unit|Units/1 USD
Cuban Peso|CUP|2023-04-01|25.000000|0.040000
Cape Verde Escudo|CVE|2023-04-01|101.712030|0.009832
Cyprus Pound|CYP|2023-04-01|0.539880|1.852263
Czech Koruna|CZK|2023-04-01|21.652800|0.046183
Djibouti Franc|DJF|2023-04-01|177.710000|0.005627
Danish Krone|DKK|2023-04-01|6.872280|0.145512
Dominican Peso|DOP|2023-04-01|55.100000|0.018149
Algerian Dinar|DZD|2023-04-01|136.408000|0.007331
Ecuador Sucre|ECS|2023-04-01|25587.000000|0.000039
Estonian Kroon|EEK|2023-04-01|14.432930|0.069286
Egyptian Pound|EGP|2023-04-01|30.829100|0.032437
Spanish Peseta|ESP|2023-04-01|153.479880|0.006516
Ethiopian Birr|ETB|2023-04-01|54.050000|0.018501
Euro|EUR|2023-04-01|0.922430|1.084093
Finnish Markka|FIM|2023-04-01|5.484540|0.182331
Fiji Dollar|FJD|2023-04-01|2.224550|0.449529
Falkland Islands Pound|FKP|2023-04-01|0.811100|1.232894
French Franc|FRF|2023-04-01|6.050760|0.165268
United Kingdom Pound|GBP|2023-04-01|0.811100|1.232894
Georgian Lari|GEL|2023-04-01|2.590000|0.386100
Ghanaian Cedi|GHC|2023-04-01|117020.000000|0.000009
Ghanaian New Cedi|GHS|2023-04-01|11.702000|0.085455
Gibraltar Pound|GIP|2023-04-01|0.811100|1.232894
Gambian Dalasi|GMD|2023-04-01|62.450000|0.016013
Guinea Franc|GNF|2023-04-01|8750.000000|0.000114
Greek Drachma|GRD|2023-04-01|314.318920|0.003181
Guatemalan Quetzal|GTQ|2023-04-01|7.968780|0.125490
Guyanan Dollar|GYD|2023-04-01|220.229830|0.004541
Hong Kong Dollar|HKD|2023-04-01|7.850210|0.127385
Honduran Lempira|HNL|2023-04-01|24.880000|0.040193
Croatian Kuna|HRK|2023-04-01|6.950070|0.143883
Haitian Gourde|HTG|2023-04-01|155.661340|0.006424
Hungarian Forint|HUF|2023-04-01|350.850000|0.002850
Indonesian Rupiah|IDR|2023-04-01|14976.350000|0.000067
Irish Punt|IEP|2023-04-01|0.726470|1.376519
Israeli New Shekel|ILS|2023-04-01|3.607100|0.277231
Indian Rupee|INR|2023-04-01|82.187200|0.012167
Iraqi Dinar|IQD|2023-04-01|1462.000000|0.000684
Iranian Rial|IRR|2023-04-01|42525.000000|0.000024
Iceland Krona|ISK|2023-04-01|137.630000|0.007266
Italian Lira|ITL|2023-04-01|1786.078650|0.000560
Jamaican Dollar|JMD|2023-04-01|152.357330|0.006564
Jordanian Dinar|JOD|2023-04-01|0.709000|1.410437
Japanese Yen|JPY|2023-04-01|132.878000|0.007526
Kenyan Shilling|KES|2023-04-01|133.410000|0.007496
Kyrgyzstanian Som|KGS|2023-04-01|87.420000|0.011439
Kampuchean Riel|Cambodian Riel|KHR|2023-04-01|4081.000000|0.000245
Comoros Franc|KMF|2023-04-01|453.807110|0.002204
North Korean Won|KPW|2023-04-01|135.000000|0.007407
Korean Won|KRW|2023-04-01|1307.160000|0.000765
Kuwaiti Dinar|KWD|2023-04-01|0.307560|3.251398
Cayman Islands Dollar|KYD|2023-04-01|0.833330|1.200005
Kazakhstan Tenge|KZT|2023-04-01|456.448350|0.002191
Lao Kip|LAK|2023-04-01|17069.500000|0.000059
Lebanese Pound|LBP|2023-04-01|15000.000000|0.000067
Sri Lanka Rupee|LKR|2023-04-01|329.045050|0.003039
Liberian Dollar|LRD|2023-04-01|163.300000|0.006124
Lesotho Loti|LSL|2023-04-01|17.805940|0.056161
Lithuanian Litas|LTL|2023-04-01|3.184980|0.313974
Luxembourg Franc|LUF|2023-04-01|37.210840|0.026874
Latvian Lats|LVL|2023-04-01|0.648290|1.542520
Libyan Dinar|LYD|2023-04-01|4.810000|0.207900
Moroccan Dirham|MAD|2023-04-01|10.259250|0.097473
Moldovan Leu|MDL|2023-04-01|18.460480|0.054170
Malagasy Ariary|MGA|2023-04-01|4369.500000|0.000229
Malagasy Franc|MGF|2023-04-01|9150.460000|0.000109
Macedonian Denar|MKD|2023-04-01|57.286690|0.017456
Myanmar Kyat|MMK|2023-04-01|2116.428250|0.000472
Mongolian Tugrik|MNT|2023-04-01|2627.000000|0.000381
Macau Pataca|MOP|2023-04-01|8.085720|0.123675
Mauritanian Ouguiya|MRO|2023-04-01|344.450000|0.002903
Maltese Lira|MTL|2023-04-01|0.396000|2.525253
Mauritius Rupee|MUR|2023-04-01|46.817450|0.021360
Maldive Rufiyaa|MVR|2023-04-01|15.485000|0.064579
Malawi Kwacha|MWK|2023-04-01|1035.000000|0.000966
Mexican Peso|MXN|2023-04-01|18.040230|0.055432
Mexican Peso (pre 1993)|MXP|2023-04-01|18.040230|0.055432
Malaysian Ringgit|MYR|2023-04-01|4.415000|0.226501
Mozambique Metical|MZM|2023-04-01|64460.000000|0.000016
Mozambique New Metical|MZN|2023-04-01|64.460000|0.015513
Namibia Dollar|NAD|2023-04-01|17.805940|0.056161
Nigerian Naira|NGN|2023-04-01|464.920000|0.002151
Nicaraguan Cordoba Oro|NIO|2023-04-01|37.010000|0.027020
Dutch Guilder|NLG|2023-04-01|2.032770|0.491940
Norwegian Kroner|NOK|2023-04-01|10.478510|0.095433
Nepalese Rupee|NPR|2023-04-01|132.859980|0.007527
New Zealand Dollar|NZD|2023-04-01|1.599210|0.625309
Omani Rial|OMR|2023-04-01|0.386150|2.589667
Panamanian Balboa|PAB|2023-04-01|1.000000|1.000000
Peruvian Nuevo Sol|PEN|2023-04-01|3.780850|0.264491
Papua New Guinea Kina|PGK|2023-04-01|3.603000|0.277546
Philippine Peso|PHP|2023-04-01|54.348000|0.018400
Pakistan Rupee|PKR|2023-04-01|284.025000|0.003521
Polish Zloty|PLN|2023-04-01|4.319350|0.231516
Portuguese Escudo|PTE|2023-04-01|184.931140|0.005407
Paraguay Guarani|PYG|2023-04-01|7261.266790|0.000138
Qatari Rial|QAR|2023-04-01|3.678840|0.271825
Romanian Lei|ROL|2023-04-01|45690.000000|0.000022
Romanian New Leu|RON|2023-04-01|4.569000|0.218866
Serbian Dinar|RSD|2023-04-01|108.385480|0.009226
Russian Rouble|RUB|2023-04-01|78.035000|0.012815
Rwandan Franc|RWF|2023-04-01|1122.354560|0.000891
Saudi Riyal|SAR|2023-04-01|3.755240|0.266295
Solomon Islands Dollar|SBD|2023-04-01|8.354220|0.119700
Seychelles Rupee|SCR|2023-04-01|14.492800|0.069000
Sudanese Dinar|SDD|2023-04-01|60000.000000|0.000017
Sudanese Pound|SDG|2023-04-01|600.000000|0.001667
Sudanese Old Pound|SDP|2023-04-01|2272.300000|0.000440
Swedish Krona|SEK|2023-04-01|10.391110|0.096236
Singapore Dollar|SGD|2023-04-01|1.332240|0.750616
St. Helena Pound|SHP|2023-04-01|0.811100|1.232894
Slovenian Tolar|SIT|2023-04-01|221.051760|0.004524
Slovak Koruna|SKK|2023-04-01|27.789210|0.035985
Sierra Leone Leone|SLL|2023-04-01|19750.000000|0.000051
Somali Shilling|SOS|2023-04-01|572.000000|0.001748
Suriname Dollar|SRD|2023-04-01|36.175000|0.027643
Suriname Guilder|SRG|2023-04-01|36175.000000|0.000028
Sao Tome/Principe Dobra|STD|2023-04-01|23385.000000|0.000043
El Salvador Colon|SVC|2023-04-01|8.750000|0.114286
Syrian Pound|SYP|2023-04-01|512.795000|0.001950
Swaziland Lilangeni|SZL|2023-04-01|17.805940|0.056161
Thai Baht|THB|2023-04-01|34.312000|0.029144
Tajikistani Somoni|TJS|2023-04-01|11.025390|0.090700
Turkmenistan Manat|TMM|2023-04-01|17125.250000|0.000058
Turkmenistan New Manat|TMT|2023-04-01|3.425050|0.291967
Tunisian Dinar|TND|2023-04-01|3.057000|0.327118
Tongan Pa'anga|TOP|2023-04-01|2.414100|0.414233
Turkish Old Lira|TRL|2023-04-01|19190780.000000|0.000000
Turkish Lira|TRY|2023-04-01|19.190780|0.052108
Trinidad/Tobago Dollar|TTD|2023-04-01|6.913930|0.144636
Taiwan Dollar|TWD|2023-04-01|30.562300|0.032720
Tanzanian Shilling|TZS|2023-04-01|2347.435000|0.000426
Ukraine Hryvnia|UAH|2023-04-01|37.023550|0.027010
Uganda Shilling|UGX|2023-04-01|3789.254810|0.000264
Uruguayan Peso|UYU|2023-04-01|39.206600|0.025506
Uzbekistan Som|UZS|2023-04-01|11440.000000|0.000087
Venezuelan Bolivar|VEB|2023-04-01|2449869750.000000|0.000000
Venezuelan Bolivar Fuerte|VEF|2023-04-01|2449869.750000|0.000000
Vietnamese Dong|VND|2023-04-01|23487.500000|0.000043
Vanuatu Vatu|VUV|2023-04-01|114.140000|0.008761
Samoan Tala|WST|2023-04-01|2.790960|0.358300
CFA Franc BEAC|XAF|2023-04-01|605.076150|0.001653
CFA Franc BCEAO|XOF|2023-04-01|605.076150|0.001653
Palladium (oz.)|XPD|2023-04-01|0.000680|1470.588235
CFP Franc|XPF|2023-04-01|110.075450|0.009085
Platinum (oz.)|XPT|2023-04-01|0.001000|1000.000000
Yemen Rial|YER|2023-04-01|250.850000|0.003986
South African Rand|ZAR|2023-04-01|17.805940|0.056161
Zambian Kwacha (ZMK)|ZMK|2023-04-01|5328.900000|0.000188
Zambian Kwacha|ZMW|2023-04-01|21.204920|0.047159
Zimbabwe Dollar|ZWD|2023-04-01|376.300000|0.002657
N/A|BYN|2023-04-01|2.523240|0.396316
N/A|CFP|2023-04-01|110.075450|0.009085
N/A|CLF|2023-04-01|0.028680|34.867503
N/A|CNH|2023-04-01|6.874550|0.145464
N/A|CSD|2023-04-01|108.385480|0.009226
N/A|CSK|2023-04-01|21.652800|0.046183
N/A|ERN|2023-04-01|15.000000|0.066667
N/A|ETH|2023-04-01|0.000550|1818.181818
N/A|LTC|2023-04-01|0.011170|89.525515
N/A|MRU|2023-04-01|34.445000|0.029032
N/A|PLZ|2023-04-01|4.319350|0.231516
N/A|STN|2023-04-01|23.385000|0.042762
N/A|UGS|2023-04-01|3789.254810|0.000264
N/A|UYP|2023-04-01|39.206600|0.025506
N/A|VES|2023-04-01|24.498700|0.040818
N/A|XBT|2023-04-01|0.000040|25000.000000
N/A|ZWL|2023-04-01|361.900000|0.002763
