Currency|Code|Date|USD/1 Unit|Units/1 USD
Suriname Guilder|SRG|2023-02-01|32262.718820|0.000031
Sao Tome/Principe Dobra|STD|2023-02-01|22772.649250|0.000044
El Salvador Colon|SVC|2023-02-01|8.750000|0.114286
Syrian Pound|SYP|2023-02-01|512.795000|0.001950
Swaziland Lilangeni|SZL|2023-02-01|17.281470|0.057865
Thai Baht|THB|2023-02-01|32.918930|0.030378
Tajikistani Somoni|TJS|2023-02-01|10.408060|0.096079
Turkmenistan Manat|TMM|2023-02-01|18293.158290|0.000055
Turkmenistan New Manat|TMT|2023-02-01|3.658630|0.273326
Tunisian Dinar|TND|2023-02-01|3.051990|0.327655
Tongan Pa'anga|TOP|2023-02-01|2.374900|0.421070
Turkish Old Lira|TRL|2023-02-01|18816823.012680|0.000000
Turkish Lira|TRY|2023-02-01|18.816820|0.053144
Trinidad/Tobago Dollar|TTD|2023-02-01|6.922400|0.144459
Taiwan Dollar|TWD|2023-02-01|29.892780|0.033453
Tanzanian Shilling|TZS|2023-02-01|2344.031990|0.000427
Ukraine Hryvnia|UAH|2023-02-01|37.110040|0.026947
Uganda Shilling|UGX|2023-02-01|3705.176420|0.000270
Uruguayan Peso|UYU|2023-02-01|39.103700|0.025573
Uzbekistan Som|UZS|2023-02-01|11300.400960|0.000088
Venezuelan Bolivar|VEB|2023-02-01|2189095264.589120|0.000000
Venezuelan Bolivar Fuerte|VEF|2023-02-01|2189095.264590|0.000000
Vietnamese Dong|VND|2023-02-01|23456.913290|0.000043
Vanuatu Vatu|VUV|2023-02-01|114.140000|0.008761
Samoan Tala|WST|2023-02-01|2.725090|0.366960
CFA Franc BEAC|XAF|2023-02-01|601.572430|0.001662
CFA Franc BCEAO|XOF|2023-02-01|601.572430|0.001662
Palladium (oz.)|XPD|2023-02-01|0.000610|1639.344262
CFP Franc|XPF|2023-02-01|109.438060|0.009138
Platinum (oz.)|XPT|2023-02-01|0.000990|1010.101010
Yemen Rial|YER|2023-02-01|250.836910|0.003987
South African Rand|ZAR|2023-02-01|17.281470|0.057865
Zambian Kwacha (ZMK)|ZMK|2023-02-01|5328.900000|0.000188
Zambian Kwacha|ZMW|2023-02-01|19.079860|0.052411
Zimbabwe Dollar|ZWD|2023-02-01|376.300000|0.002657
N/A|BYN|2023-02-01|2.526830|0.395753
N/A|CFP|2023-02-01|109.438060|0.009138
N/A|CLF|2023-02-01|0.028750|34.782609
N/A|CNH|2023-02-01|6.744560|0.148268
N/A|CSD|2023-02-01|107.728400|0.009283
N/A|CSK|2023-02-01|21.812640|0.045845
N/A|ERN|2023-02-01|15.000000|0.066667
N/A|ETH|2023-02-01|0.000630|1587.301587
N/A|LTC|2023-02-01|0.010400|96.153846
N/A|MRU|2023-02-01|36.658130|0.027279
N/A|PLZ|2023-02-01|4.318500|0.231562
N/A|STN|2023-02-01|22.772650|0.043912
N/A|UGS|2023-02-01|3705.176420|0.000270
N/A|UYP|2023-02-01|39.103700|0.025573
N/A|VES|2023-02-01|21.890950|0.045681
N/A|XBT|2023-02-01|0.000040|25000.000000
N/A|ZWL|2023-02-01|361.900000|0.002763
