PO_SPLIT_TYPE,COMPANY_CODE_ID,ACTIVATE,del_ind
2,1000,True,0
6,1000,True,0
7,1000,True,0
5,1000,True,0
4,1000,True,0
1,1000,False,0
3,1000,True,0
